Predicted Price,Date
813.959716796875,2004-01-28
787.9891967773438,2004-01-29
763.1350708007812,2004-01-30
776.0231323242188,2004-02-02
776.7011108398438,2004-02-03
765.5477294921875,2004-02-04
774.4183959960938,2004-02-05
788.2047729492188,2004-02-06
819.5936279296875,2004-02-09
811.347412109375,2004-02-10
822.2162475585938,2004-02-11
800.67041015625,2004-02-12
801.6499633789062,2004-02-13
785.8569946289062,2004-02-17
809.5588989257812,2004-02-18
829.5513916015625,2004-02-19
838.9953002929688,2004-02-20
866.0399169921875,2004-02-23
884.2001342773438,2004-02-24
888.7604370117188,2004-02-25
907.5036010742188,2004-02-26
900.7628784179688,2004-02-27
893.989990234375,2004-03-01
916.8101196289062,2004-03-02
916.6945190429688,2004-03-03
892.5535278320312,2004-03-04
901.3152465820312,2004-03-05
889.5886840820312,2004-03-08
882.3712768554688,2004-03-09
879.6708374023438,2004-03-10
881.3988037109375,2004-03-11
889.4476928710938,2004-03-12
917.3840942382812,2004-03-15
928.62451171875,2004-03-16
948.2285766601562,2004-03-17
949.4627075195312,2004-03-18
963.9481201171875,2004-03-19
976.8450927734375,2004-03-22
997.0473022460938,2004-03-23
1002.578369140625,2004-03-24
995.6407470703125,2004-03-25
970.55419921875,2004-03-26
967.9732666015625,2004-03-29
952.6079711914062,2004-03-30
954.9756469726562,2004-03-31
951.68115234375,2004-04-01
952.379150390625,2004-04-02
984.7367553710938,2004-04-05
989.9236450195312,2004-04-06
961.2861938476562,2004-04-07
957.3099365234375,2004-04-08
949.8681640625,2004-04-12
916.2367553710938,2004-04-13
902.423828125,2004-04-14
930.0064086914062,2004-04-15
958.3409423828125,2004-04-16
904.0845336914062,2004-04-19
914.4348754882812,2004-04-20
909.3788452148438,2004-04-21
893.0113525390625,2004-04-22
887.999755859375,2004-04-23
908.487548828125,2004-04-26
925.11669921875,2004-04-27
935.466552734375,2004-04-28
959.4346313476562,2004-04-29
958.9541625976562,2004-04-30
976.8455810546875,2004-05-03
987.5862426757812,2004-05-04
988.8903198242188,2004-05-05
985.0111083984375,2004-05-06
972.6582641601562,2004-05-07
966.6741943359375,2004-05-10
985.1680297851562,2004-05-11
990.617431640625,2004-05-12
978.1215209960938,2004-05-13
934.260009765625,2004-05-14
938.56298828125,2004-05-17
826.7906494140625,2004-05-18
814.6797485351562,2004-05-19
816.8958740234375,2004-05-20
856.4280395507812,2004-05-21
827.9356079101562,2004-05-24
833.7080078125,2004-05-25
830.2636108398438,2004-05-26
847.2705078125,2004-05-27
814.7031860351562,2004-05-28
762.1525268554688,2004-06-01
797.3155517578125,2004-06-02
838.0858764648438,2004-06-03
800.5809326171875,2004-06-04
774.9501342773438,2004-06-07
790.8771362304688,2004-06-08
823.4788818359375,2004-06-09
830.877685546875,2004-06-10
825.1726684570312,2004-06-11
811.8972778320312,2004-06-14
823.4234008789062,2004-06-15
851.5934448242188,2004-06-16
850.7578125,2004-06-17
840.80224609375,2004-06-18
824.63916015625,2004-06-21
840.6165161132812,2004-06-22
862.3433227539062,2004-06-23
871.06103515625,2004-06-24
896.4679565429688,2004-06-25
888.3237915039062,2004-06-28
868.8681030273438,2004-06-29
851.96044921875,2004-06-30
849.4015502929688,2004-07-01
870.3172607421875,2004-07-02
910.8757934570312,2004-07-06
924.0128784179688,2004-07-07
946.5227661132812,2004-07-08
930.1934204101562,2004-07-09
928.8377075195312,2004-07-12
899.248291015625,2004-07-13
860.3328247070312,2004-07-14
831.7538452148438,2004-07-15
687.378662109375,2004-07-16
639.0743408203125,2004-07-19
639.9899291992188,2004-07-20
671.0242919921875,2004-07-21
699.4453735351562,2004-07-22
678.8198852539062,2004-07-23
632.822998046875,2004-07-26
623.7232666015625,2004-07-27
640.5519409179688,2004-07-28
635.8959350585938,2004-07-29
614.59814453125,2004-07-30
599.2669067382812,2004-08-02
579.6693115234375,2004-08-03
578.4785766601562,2004-08-04
582.390380859375,2004-08-05
584.194580078125,2004-08-06
596.2042846679688,2004-08-09
602.07177734375,2004-08-10
603.6552734375,2004-08-11
616.2059326171875,2004-08-12
635.6348266601562,2004-08-13
641.76708984375,2004-08-16
581.2847290039062,2004-08-17
565.4183349609375,2004-08-18
573.9618530273438,2004-08-19
586.4319458007812,2004-08-20
587.8948974609375,2004-08-23
589.0731201171875,2004-08-24
604.6712036132812,2004-08-25
610.3606567382812,2004-08-26
610.87451171875,2004-08-27
604.5494995117188,2004-08-30
599.0447387695312,2004-08-31
612.8440551757812,2004-09-01
616.80908203125,2004-09-02
620.1707763671875,2004-09-03
606.8701782226562,2004-09-07
590.8839111328125,2004-09-08
578.7654418945312,2004-09-09
569.4168090820312,2004-09-10
565.4869995117188,2004-09-13
555.2085571289062,2004-09-14
552.3336791992188,2004-09-15
557.4214477539062,2004-09-16
559.5647583007812,2004-09-17
553.034423828125,2004-09-20
545.314697265625,2004-09-21
538.9241943359375,2004-09-22
537.0759887695312,2004-09-23
534.7861328125,2004-09-24
531.2852783203125,2004-09-27
524.6449584960938,2004-09-28
525.5834350585938,2004-09-29
528.5841064453125,2004-09-30
527.3341674804688,2004-10-01
526.6600952148438,2004-10-04
526.3983764648438,2004-10-05
523.1026000976562,2004-10-06
521.3571166992188,2004-10-07
522.13720703125,2004-10-08
523.304443359375,2004-10-11
526.8412475585938,2004-10-12
527.516845703125,2004-10-13
514.47119140625,2004-10-14
509.7188720703125,2004-10-15
511.2791748046875,2004-10-18
510.5668029785156,2004-10-19
514.2615356445312,2004-10-20
522.0092163085938,2004-10-21
526.7608032226562,2004-10-22
525.3065795898438,2004-10-25
528.5543823242188,2004-10-26
534.0478515625,2004-10-27
532.343017578125,2004-10-28
527.018310546875,2004-10-29
525.6369018554688,2004-11-01
521.0672607421875,2004-11-02
517.5468139648438,2004-11-03
520.5899047851562,2004-11-04
517.6368408203125,2004-11-05
508.69573974609375,2004-11-08
503.33538818359375,2004-11-09
503.3929748535156,2004-11-10
509.462890625,2004-11-11
516.7600708007812,2004-11-12
517.3038940429688,2004-11-15
523.475830078125,2004-11-16
531.5924682617188,2004-11-17
539.5794067382812,2004-11-18
545.37548828125,2004-11-19
547.4340209960938,2004-11-22
547.1362915039062,2004-11-23
550.9146118164062,2004-11-24
550.7308349609375,2004-11-26
548.2108764648438,2004-11-29
541.3936767578125,2004-11-30
534.2638549804688,2004-12-01
530.0012817382812,2004-12-02
523.9271240234375,2004-12-03
519.5869750976562,2004-12-06
522.4724731445312,2004-12-07
524.1325073242188,2004-12-08
520.7139282226562,2004-12-09
523.5530395507812,2004-12-10
523.7830200195312,2004-12-13
531.2556762695312,2004-12-14
539.6011352539062,2004-12-15
542.9572143554688,2004-12-16
541.5753784179688,2004-12-17
540.3494262695312,2004-12-20
544.7769165039062,2004-12-21
544.1349487304688,2004-12-22
542.0153198242188,2004-12-23
542.0333862304688,2004-12-27
546.4666137695312,2004-12-28
548.6686401367188,2004-12-29
545.77734375,2004-12-30
542.3121948242188,2004-12-31
541.9146118164062,2005-01-03
538.6740112304688,2005-01-04
531.8672485351562,2005-01-05
527.6061401367188,2005-01-06
530.5473022460938,2005-01-07
537.7750244140625,2005-01-10
545.2122192382812,2005-01-11
552.0173950195312,2005-01-12
550.1292114257812,2005-01-13
548.5319213867188,2005-01-14
549.4553833007812,2005-01-18
522.1803588867188,2005-01-19
513.08349609375,2005-01-20
514.3187255859375,2005-01-21
517.5609741210938,2005-01-24
517.2772827148438,2005-01-25
517.88720703125,2005-01-26
520.6809692382812,2005-01-27
518.53515625,2005-01-28
514.8839111328125,2005-01-31
510.488525390625,2005-02-01
510.91729736328125,2005-02-02
506.5219421386719,2005-02-03
504.20111083984375,2005-02-04
501.4526672363281,2005-02-07
499.7544860839844,2005-02-08
500.9211120605469,2005-02-09
503.23443603515625,2005-02-10
508.2251892089844,2005-02-11
514.9612426757812,2005-02-14
524.3651733398438,2005-02-15
529.8322143554688,2005-02-16
529.7999877929688,2005-02-17
537.1959838867188,2005-02-18
544.6337890625,2005-02-22
555.9407348632812,2005-02-23
564.622314453125,2005-02-24
566.1204833984375,2005-02-25
569.3328857421875,2005-02-28
591.4744262695312,2005-03-01
598.752197265625,2005-03-02
602.0479736328125,2005-03-03
603.6629028320312,2005-03-04
608.8184814453125,2005-03-07
611.1635131835938,2005-03-08
609.525634765625,2005-03-09
612.133056640625,2005-03-10
616.17822265625,2005-03-11
627.5072631835938,2005-03-14
642.3578491210938,2005-03-15
656.9036865234375,2005-03-16
671.7764892578125,2005-03-17
667.8483276367188,2005-03-18
653.7431030273438,2005-03-21
624.8392944335938,2005-03-22
607.1598510742188,2005-03-23
601.9321899414062,2005-03-24
606.014892578125,2005-03-28
612.2852172851562,2005-03-29
612.3562622070312,2005-03-30
616.8648681640625,2005-03-31
626.4491577148438,2005-04-01
616.9172973632812,2005-04-04
604.0099487304688,2005-04-05
600.7164306640625,2005-04-06
605.0479125976562,2005-04-07
611.7368774414062,2005-04-08
611.9894409179688,2005-04-11
605.0910034179688,2005-04-12
606.4957885742188,2005-04-13
606.0487670898438,2005-04-14
608.8479614257812,2005-04-15
605.7994384765625,2005-04-18
601.876220703125,2005-04-19
603.90771484375,2005-04-20
617.3799438476562,2005-04-21
621.7486572265625,2005-04-22
624.8523559570312,2005-04-25
626.1088256835938,2005-04-26
624.0913696289062,2005-04-27
622.3642578125,2005-04-28
614.5859375,2005-04-29
604.8139038085938,2005-05-02
600.804931640625,2005-05-03
605.9033813476562,2005-05-04
607.5078125,2005-05-05
610.3472290039062,2005-05-06
613.617431640625,2005-05-09
621.0344848632812,2005-05-10
621.4346313476562,2005-05-11
616.8208618164062,2005-05-12
615.7924194335938,2005-05-13
606.6978759765625,2005-05-16
604.0731201171875,2005-05-17
608.5863647460938,2005-05-18
612.6163940429688,2005-05-19
620.02978515625,2005-05-20
621.11669921875,2005-05-23
626.455078125,2005-05-24
629.7420043945312,2005-05-25
638.8484497070312,2005-05-26
655.2725830078125,2005-05-27
664.7028198242188,2005-05-31
671.7062377929688,2005-06-01
668.2461547851562,2005-06-02
662.5836791992188,2005-06-03
652.2545776367188,2005-06-06
664.468017578125,2005-06-07
661.3768310546875,2005-06-08
654.0669555664062,2005-06-09
644.6484985351562,2005-06-10
652.6060180664062,2005-06-13
659.6821899414062,2005-06-14
666.2590942382812,2005-06-15
680.6908569335938,2005-06-16
691.418701171875,2005-06-17
698.1587524414062,2005-06-20
730.1156005859375,2005-06-21
726.4830322265625,2005-06-22
724.9554443359375,2005-06-23
